Block,Borough,OBJECTID,the_geom,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteTy,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
2054,MN,1282,"MULTIPOLYGON (((-73.94033757225633 40.82923309722724, -73.94020860859008 40.82940962202091, -73.94003380997283 40.82964888284184, -73.93978385262344 40.82954210877254, -73.93978414070232 40.82953818186421, -73.93978461035887 40.829532731412876, -73.93978515351375 40.829527285502486, -73.93978576779625 40.82952184323121, -73.93978645439148 40.82951640550018, -73.93978721211208 40.82951097410968, -73.93978804095859 40.829505548159354, -73.93978894211536 40.82950012945068, -73.93978991439639 40.829494717983096, -73.93979095661666 40.829489313756, -73.93979207233146 40.829483917671666, -73.93979325679884 40.8294785297277, -73.93979451357364 40.82947315172692, -73.93979584028503 40.82946778366804, -73.93979723693349 40.82946242465059, -73.9397987047015 40.82945707827721, -73.93980024359084 40.82945174274687, -73.93980185241466 40.829446418959456, -73.93980353117242 40.82944110781542, -73.93980527986426 40.82943580931481, -73.9398070984882 40.82943052525856, -73.9398089858599 40.82942525474563, -73.9398109431635 40.82941999867706, -73.93981296921316 40.829414757952804, -73.93981506400868 40.82940953257275, -73.93981722873467 40.829404323438034, -73.9398194610194 40.829399131447964, -73.93982176086288 40.82939395660251, -73.9398241294505 40.82938879890225, -73.93982656559504 40.82938366014757, -73.93982907048226 40.82937854033922, -73.93983164055606 40.82937343857463, -73.93983427937077 40.8293683575572, -73.9398369845554 40.82936329728576, -73.93983975611063 40.829358256859734, -73.93984259403477 40.82935323808018, -73.93984549714327 40.829348240045896, -73.93984846661898 40.829343265459045, -73.93985150127655 40.829338314319024, -73.93985460111674 40.82933338572523, -73.9398577661379 40.82932848147874, -73.93986099515526 40.82932360067838, -73.9398642869817 40.82931874512455, -73.93986764635936 40.82931391481974, -73.93987106617423 40.82930911066069, -73.93987454998356 40.829304331748716, -73.93987809541574 40.82929957898319, -73.9400237510409 40.8291001915627, -73.94033757225633 40.82923309722724)))",62,409 Edgecombe Avenue,1020540062,409 Edgecombe Avenue Apartments,LP-01861,"Borough of Manhattan Tax Map Block 2054, Lot 62.",Block and Lot,Designated,,06/15/1993 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1861.pdf,528.098056227,16640.0285996
7590,SI,1283,"MULTIPOLYGON (((-74.23953079154036 40.53467494581368, -74.23950275739449 40.53481267744893, -74.23946463877849 40.53480846413028, -74.2387895523882 40.534723129271164, -74.23878150858391 40.53472211219154, -74.23879364644252 40.534651335844195, -74.23880031195293 40.5346124658774, -74.2388053206153 40.5345832566488, -74.23953079154036 40.53467494581368)))",0,81-83 Kreischer Street,0,Kreischerville Workers' Houses,LP-01872,"Borough of Staten Island Tax Map Block 7590, Lots 136 and 137 and the portions of the sidewalk and tree lawn immediately adjacent to these buildings, extending to the roadbed of Kreischer Street.",Irregular,Designated,,07/26/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1872.pdf,509.389205162,10390.8514409
7400,SI,1284,"MULTIPOLYGON (((-74.23795574476019 40.53699197347443, -74.23799051564018 40.536855240481486, -74.23804418900723 40.536644176310915, -74.2383560656328 40.53668109220548, -74.23869405664615 40.536721097618525, -74.23864638059523 40.53699607199608, -74.23862440443962 40.53712282503266, -74.2383829221857 40.537062446290165, -74.23836585603767 40.53705956220217, -74.23828214930354 40.537045428324454, -74.2380509484527 40.53700661506628, -74.23795574476019 40.53699197347443)))",0,19-25 Winant Place,0,Saint Peter's German Evangelical Reformed Church at Kreischerville,LP-01875,"Borough of Staten Island Tax Map Block 7400, Lots 171. and 166.",Multiple Lots,Designated,"now Free Magyar Reformed Church, Parish Hall, and Rectory",07/26/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1875.pdf,651.625325302,25382.860281
7315,SI,1285,"MULTIPOLYGON (((-74.23745965470337 40.53966719522505, -74.23751018040241 40.54003436843946, -74.23747869468612 40.54003070807083, -74.23658517036715 40.53992682047958, -74.23665714113092 40.53957388848575, -74.23745965470337 40.53966719522505)))",7,4210-4212 Arthur Kill Road,0,Westfield Township School No. 7,LP-01876,Too long,Irregular,Designated,later Public School 4,05/16/1995 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1876.pdf,750.337378972,31601.7419563
3981,BX,1286,"MULTIPOLYGON (((-73.84357980947047 40.83987038318099, -73.8436289591901 40.8398704597302, -73.84365375814664 40.839870498751004, -73.84367891874253 40.83987053825658, -73.84384482572375 40.839870797207844, -73.84384449182159 40.83999435813209, -73.84378232179243 40.83999426133955, -73.84367868413128 40.83999409931532, -73.84367872543417 40.839979044901476, -73.84357951521564 40.8399788896891, -73.84357980947047 40.83987038318099)))",2,9 Westchester Square,2039810002,Van Schaick Free Reading Room/Huntington Free Library and Reading Room,LP-01886,"Borough of The Bronx Tax Map Block 3981, Lot 2 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,04/05/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1886.pdf,236.696057744,3150.6025302
0,BK,1287,"MULTIPOLYGON (((-73.98216549181114 40.69004682627503, -73.98279102311372 40.69006982246884, -73.98287871151925 40.69020705665456, -73.98249215413084 40.69067731132214, -73.98248046467033 40.690671780392286, -73.98228995385212 40.69058020236102, -73.9822219998274 40.69054783734517, -73.98227031225105 40.69048906560122, -73.98230089997627 40.690502368187865, -73.98233480915125 40.69045974490458, -73.9822961909642 40.69044179624462, -73.9821584178628 40.690234578584956, -73.9821538886296 40.69022776550022, -73.98216549181114 40.69004682627503)))",0,9 DeKalb Avenue,0,Dime Savings Bank,LP-01907,Too long,Irregular,Designated,,07/19/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1907.pdf,739.03410569,29776.3109338
4953,QN,1288,"MULTIPOLYGON (((-73.829240019998 40.765814344918745, -73.83000460700211 40.76616173350125, -73.82991303352017 40.76619359961407, -73.82922756889798 40.76617310409481, -73.829240019998 40.765814344918745)))",1,34-41 137th Street,4049530001,Lewis H. Latimer House,LP-01924,Too long,Irregular,Designated,,03/21/1995 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1924.pdf,595.405338308,15256.8167698
3429,BK,1289,"MULTIPOLYGON (((-73.90814550899252 40.6885203018596, -73.90821978493587 40.68856296623555, -73.90800137841508 40.68877958244809, -73.90792926675955 40.688738160572186, -73.90814550899252 40.6885203018596)))",3,617 Central Avenue,3034290003,Engine Company No. 252,LP-01931,"Borough of Brooklyn Tax Map Block 3429, Lot 3.",Block and Lot,Designated,"originally Fire Engine Company 52, later Engine Company 152",10/19/1995 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1931.pdf,249.823628607,2529.74967529
10097,QN,1290,"MULTIPOLYGON (((-73.80207862748108 40.70267463104374, -73.80166900684186 40.70278663430028, -73.80139203925818 40.702222556463596, -73.80164627512424 40.70215349588964, -73.80181393627879 40.70211787399565, -73.80207862748108 40.70267463104374)))",10,153-10 Jamaica Avenue,4100970010,First Reformed Church of Jamaica,LP-01939,Too long,Irregular,Designated,,01/30/1996 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1939.pdf,678.898850512,26628.5599647
29,MN,1291,"MULTIPOLYGON (((-74.01044480180347 40.70476058659875, -74.01056603727329 40.70489708047484, -74.01056534864793 40.70489744254369, -74.01051664198765 40.70492303774052, -74.01047663422733 40.7049440620292, -74.01044577596116 40.70491353749325, -74.01040790541111 40.70493570971631, -74.01036001670566 40.704963746959955, -74.01036274906984 40.704972087251655, -74.01039128384821 40.70505918395339, -74.01031348984063 40.7050675981254, -74.01019830866734 40.705080057059, -74.01019274833473 40.7050802331513, -74.01018720566692 40.70507985362605, -74.01018177532944 40.70507892567916, -74.01017655080638 40.70507746551159, -74.0101716232159 40.70507549652846, -74.01016707657841 40.70507305474291, -74.01016298899836 40.70507018067117, -74.01015943029864 40.70506692473577, -74.0101564620194 40.705063341862406, -74.01015626672476 40.70506301949652, -74.0101541350524 40.70505949418208, -74.01015249082339 40.7050554483289, -74.01015155537547 40.705051273640066, -74.01015134646907 40.7050470412544, -74.01015186648176 40.70504282501371, -74.01015310714125 40.705038696059, -74.01015504715878 40.70503472643312, -74.01015765341194 40.705030983677375, -74.01033936549959 40.704832960324325, -74.01042899562925 40.70476291675476, -74.01043722211702 40.704756488157734, -74.0104395482026 40.704754670714564, -74.01044480180347 40.70476058659875)))",7501,56 Beaver Street,1000297501,Delmonico's Building,LP-01944,"Borough of Manhattan Tax Map Block 29, Lot 82 in part consisting of the portion of the lot occupied by the Delmonico's Building.",Footprint,Designated,,02/13/1996 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1944.pdf,380.698295415,5737.50445612
1268,MN,1292,"MULTIPOLYGON (((-73.97893061717089 40.76164264412795, -73.97824865803793 40.76135366976686, -73.9786094418412 40.76085905415506, -73.97929486465766 40.761149496648066, -73.97893061717089 40.76164264412795)))",1,51 West 52nd Street,1012680001,CBS Building,LP-01971,"Borough of Manhattan Tax Map Block 1268, Lot 1 (excluding the portion of the lot subject to the Easement and Perpetual Maintenance Agreement between the 40 West 53rd Street Partnership and CBS Inc., made May 2, 1984, and described as Exhibit B).",Irregular,Designated,,10/21/1997 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1971.pdf,845.782851477,44680.1790251
169,BK,1293,"MULTIPOLYGON (((-73.98944176689487 40.689871324145706, -73.9896403627008 40.6899362755035, -73.98953219950647 40.69012706105582, -73.98948842297683 40.690204902830914, -73.98929596645488 40.690140268765, -73.98933774015848 40.69006318330801, -73.98944176689487 40.689871324145706)))",9,110 Schermerhorn Street,3001690009,Friends Meeting House,LP-02005,"Borough of Brooklyn, Tax Map Block 169, Lot 9, in part, (Meeting House only) consisting of the land on which the described building is situated and the courtyard and iron fence in front of the building.",Irregular,Designated,,10/27/1981 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2005.pdf,330.833276319,6281.31370846
1920,BK,1294,"MULTIPOLYGON (((-73.96446968436115 40.69162848296216, -73.96422203203761 40.691656111422745, -73.96410239056567 40.69166945849177, -73.96406927803748 40.69149748977423, -73.9641043746155 40.691493574489286, -73.96408805137318 40.69140880319444, -73.96412614360213 40.69140455384676, -73.96410710336431 40.69130565625733, -73.96412292067788 40.69130389168119, -73.9642418693564 40.69129062271975, -73.96421671539076 40.69115999006369, -73.96424703075128 40.691156608153285, -73.96424363064261 40.691138948934125, -73.96423859064987 40.69111277485317, -73.96418553318144 40.69111869363584, -73.9640910069796 40.6911292398063, -73.96406674880355 40.691003259445345, -73.96408260390619 40.691001491284446, -73.96412104729218 40.690997202425315, -73.9641591286358 40.69099295396373, -73.96415969728393 40.690995903321486, -73.96419465280071 40.69099200327373, -73.9642054555946 40.69098483314625, -73.96435594940976 40.690968043862206, -73.96437742028215 40.6910795538541, -73.96438076379614 40.69109691408155, -73.96440494944825 40.69122252244028, -73.96441435710074 40.69127138269121, -73.96443905727416 40.691399655817456, -73.96442590436591 40.69140112319093, -73.96446968436115 40.69162848296216)))",1,215 Ryerson Street,3019200001,Pratt Institute: Main Building Complex,LP-02010,"Borough of Brooklyn, Tax Map Block 1920, Lot 1 in part, consisting of the land on which the described building is situated.",Footprint,Designated,,12/22/1981 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2010.pdf,781.941057592,19371.140617
1919,BK,1295,"MULTIPOLYGON (((-73.96477658090738 40.690980630174025, -73.96474284417738 40.69082082917918, -73.96473713722568 40.690793794924616, -73.96473557477508 40.69078639763031, -73.96484155243496 40.69077343475017, -73.96484289893347 40.69077981709867, -73.96489131850717 40.690773894796955, -73.96500020306473 40.69076057605425, -73.96499824052562 40.690751283962044, -73.96505868774926 40.6907438902068, -73.9650997068101 40.69073887328753, -73.96510641937412 40.69077066794203, -73.96526989223803 40.69075067196813, -73.96527435381435 40.69075012580251, -73.96530458556319 40.69089332462512, -73.96529813513469 40.69089411423134, -73.96528522363 40.6908956934395, -73.96513665077163 40.69091386680844, -73.96514142677327 40.69093648464409, -73.96503647232167 40.69094932293973, -73.96503488623124 40.69094181487935, -73.96493160351697 40.69095444827027, -73.96487483089838 40.690961392823596, -73.96487631665917 40.690968430787706, -73.96477658090738 40.690980630174025)))",1,224-228 Ryerson Street,3019190001,Pratt Institute Library,LP-02011,"Borough of Brooklyn, Tax Map Block 1919, Lot 1 in part consisting of the land on which the described building is situated.",Footprint,Designated,,12/22/1981 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2011.pdf,454.978980743,9650.09643356
4441,SI,1296,"MULTIPOLYGON (((-74.14424797398144 40.57124645395132, -74.144088012821 40.57126689312394, -74.1440850413301 40.57125254246807, -74.14408367845877 40.57124594062094, -74.14407797636737 40.571218322339355, -74.14406795171844 40.57116974253364, -74.14406147151504 40.571138343018006, -74.14405792710346 40.571121171732074, -74.14404789067429 40.57107259193899, -74.14403786608852 40.57102402113523, -74.1440295541927 40.570985458429384, -74.14402701100248 40.57097365932511, -74.1440249079759 40.570963900260715, -74.14401615593287 40.5709232975137, -74.14400528907039 40.57087293571585, -74.14399443405283 40.57082258290726, -74.14398488323383 40.570774623861595, -74.14397534425726 40.57072667380547, -74.14397521770302 40.57072603549121, -74.14396579348504 40.57067872376319, -74.14395624272657 40.570630773719856, -74.14395535100795 40.57062249900376, -74.143954801738 40.570614214853244, -74.14395461853488 40.57060592123868, -74.14395478958937 40.57059761817496, -74.14395531495948 40.57058933267771, -74.14395619464513 40.57058106474694, -74.14395646006452 40.57057928677606, -74.14395742864615 40.57057281438267, -74.14395900521141 40.57056460861543, -74.1439609479592 40.5705564474155, -74.14396323327108 40.57054833081247, -74.14396587301412 40.57054028580732, -74.14396884355064 40.57053230342433, -74.14396966951142 40.57053034104359, -74.1439721685376 40.57052440164436, -74.14399210353172 40.5704897955598, -74.14404453161659 40.57039878120842, -74.1440889622583 40.570307719230385, -74.14460128052492 40.57050813049988, -74.14474453889044 40.57118300324527, -74.1447266998767 40.571185282439636, -74.14464938999573 40.5711951613272, -74.14446216995606 40.571219084356756, -74.14426810223343 40.57124388198705, -74.14426317199892 40.571244512243176, -74.14424927383443 40.57124628752284, -74.14424797398144 40.57124645395132)))",1,276 Center Street,5044410001,Public School 28,LP-02021,Too Long,Irregular,Designated,,09/15/1998 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2021.pdf,953.292448451,54820.559388
23,MN,1297,"MULTIPOLYGON (((-74.01165949405889 40.70765136451279, -74.01139936302785 40.707537481302666, -74.01133151852434 40.70749190682498, -74.01162601867719 40.70705025683665, -74.01200676677844 40.70722511865103, -74.01165949405889 40.70765136451279)))",7,1 Wall Street,1000230007,1 Wall Street Building,LP-02029,Too long,Irregular,Designated,now the Bank of New York,03/06/2001 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2029.pdf,594.748139969,21159.5347158
1991,MN,1298,"MULTIPOLYGON (((-73.96292702202922 40.81247009040047, -73.96261110152598 40.8123369696003, -73.96269167494478 40.81222667305491, -73.9629551101339 40.811868097048325, -73.96300650703087 40.81179691751471, -73.96288993041426 40.81174786686938, -73.96270753214993 40.811669923981626, -73.96269606319528 40.8116652547935, -73.96272774067235 40.811621889871994, -73.96273982844406 40.81162629631181, -73.96296374862796 40.8117219832917, -73.96303594502615 40.81175230550235, -73.96313877661024 40.81161149880656, -73.96342799848549 40.81173513737765, -73.96345545566612 40.8117467030696, -73.96292702202922 40.81247009040047)))",32,490-498 Riverside Drive,1019910032,The Riverside Church,LP-02037,"Borough of Manhattan Tax Map Block 1991, lot 32, in part, consisting of the land on which the 1928-30 church, tower, chapel, and ""cloister"" passage extending to Claremont Avenue, are situated.",Irregular,Designated,,05/16/2000 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2037.pdf,999.958262541,31953.0287358
